sgc_code,geo_name,geo_level,period,metric,value,unit,source_res_id,retrieved_date
3513020,Prince Edward County C,CSD,2024,fir_own_source_revenue,84206216,CAD,RES-130032,2026-07-12
3514,Northumberland Co,CD,2024,fir_total_revenue,163923189,CAD,RES-130032,2026-07-12
3514,Northumberland Co,CD,2024,fir_own_source_revenue,98497570,CAD,RES-130032,2026-07-12
3514004,Brighton M,CSD,2024,fir_total_revenue,26660347,CAD,RES-130032,2026-07-12
3514004,Brighton M,CSD,2024,fir_own_source_revenue,24820211,CAD,RES-130032,2026-07-12
3514019,Hamilton Tp,CSD,2024,fir_total_revenue,14675905,CAD,RES-130032,2026-07-12
3514019,Hamilton Tp,CSD,2024,fir_own_source_revenue,13657273,CAD,RES-130032,2026-07-12
3514020,Port Hope M,CSD,2024,fir_total_revenue,51324847,CAD,RES-130032,2026-07-12
3514020,Port Hope M,CSD,2024,fir_own_source_revenue,45110349,CAD,RES-130032,2026-07-12
3514024,Alnwick-Haldimand Tp,CSD,2024,fir_total_revenue,11495784,CAD,RES-130032,2026-07-12
3514024,Alnwick-Haldimand Tp,CSD,2024,fir_own_source_revenue,10412112,CAD,RES-130032,2026-07-12
3514028,Trent Hills M,CSD,2024,fir_total_revenue,39651760,CAD,RES-130032,2026-07-12
3514028,Trent Hills M,CSD,2024,fir_own_source_revenue,32266650,CAD,RES-130032,2026-07-12
3515,Peterborough Co,CD,2024,fir_total_revenue,94920795,CAD,RES-130032,2026-07-12
3515,Peterborough Co,CD,2024,fir_own_source_revenue,76739975,CAD,RES-130032,2026-07-12
3515003,Asphodel-Norwood Tp,CSD,2024,fir_total_revenue,8387851,CAD,RES-130032,2026-07-12
3515003,Asphodel-Norwood Tp,CSD,2024,fir_own_source_revenue,7728831,CAD,RES-130032,2026-07-12
3515005,Otonabee-South Monaghan Tp,CSD,2024,fir_total_revenue,12454284,CAD,RES-130032,2026-07-12
3515005,Otonabee-South Monaghan Tp,CSD,2024,fir_own_source_revenue,11905368,CAD,RES-130032,2026-07-12
3515013,Cavan Monaghan Tp,CSD,2024,fir_total_revenue,19059953,CAD,RES-130032,2026-07-12
3515013,Cavan Monaghan Tp,CSD,2024,fir_own_source_revenue,17922657,CAD,RES-130032,2026-07-12
3515014,Peterborough C,CSD,2024,fir_total_revenue,460741072,CAD,RES-130032,2026-07-12
3515014,Peterborough C,CSD,2024,fir_own_source_revenue,320589962,CAD,RES-130032,2026-07-12
3515015,Selwyn Tp,CSD,2024,fir_total_revenue,24507328,CAD,RES-130032,2026-07-12
3515015,Selwyn Tp,CSD,2024,fir_own_source_revenue,21970211,CAD,RES-130032,2026-07-12
3515030,Havelock-Belmont-Methuen Tp,CSD,2024,fir_total_revenue,15212671,CAD,RES-130032,2026-07-12
3515030,Havelock-Belmont-Methuen Tp,CSD,2024,fir_own_source_revenue,13364767,CAD,RES-130032,2026-07-12
3515044,Trent Lakes M,CSD,2024,fir_total_revenue,17027316,CAD,RES-130032,2026-07-12
3515044,Trent Lakes M,CSD,2024,fir_own_source_revenue,16536013,CAD,RES-130032,2026-07-12
3518,Durham R,CD,2024,fir_total_revenue,2383691568,CAD,RES-130032,2026-07-12
3518,Durham R,CD,2024,fir_own_source_revenue,1771208616,CAD,RES-130032,2026-07-12
3518001,Pickering C,CSD,2024,fir_total_revenue,183317943,CAD,RES-130032,2026-07-12
3518001,Pickering C,CSD,2024,fir_own_source_revenue,169279541,CAD,RES-130032,2026-07-12
3518005,Ajax T,CSD,2024,fir_total_revenue,169361019,CAD,RES-130032,2026-07-12
3518005,Ajax T,CSD,2024,fir_own_source_revenue,158482930,CAD,RES-130032,2026-07-12
3518009,Whitby T,CSD,2024,fir_total_revenue,239165692,CAD,RES-130032,2026-07-12
